,PDBname,affinity
16341,5epp,4.16
16342,5ito,4.16
16343,5t8q,4.16
16344,6f55,4.16
16345,4jkw,4.16
16346,5fyx,4.16
16347,1m2x,4.15
16348,1om9,4.15
16349,1q91,4.15
16350,2alv,4.15
16351,2mc1,4.15
16352,2toh,4.15
16353,2v2q,4.15
16354,2vt3,4.15
16355,2xg9,4.15
16356,3a9i,4.15
16357,3axk,4.15
16358,3c8e,4.15
16359,3d51,4.15
16360,3dz2,4.15
16361,3m56,4.15
16362,3q8h,4.15
16363,3r9d,4.15
16364,3sur,4.15
16365,3sus,4.15
16366,3wk9,4.15
16367,4abh,4.15
16368,4cr5,4.15
16369,4esi,4.15
16370,4ibe,4.15
16371,4kz4,4.15
16372,4o45,4.15
16373,4ok3,4.15
16374,5aan,4.15
16375,5afm,4.15
16376,5njx,4.15
16377,5ow1,4.15
16378,5oy3,4.15
16379,5qau,4.15
16380,5qav,4.15
16381,5qb2,4.15
16382,6h0b,4.15
16383,6n9t,4.15
16384,1gny,4.14
16385,3adu,4.14
16386,3sna,4.14
16387,3t4n,4.14
16388,3tvx,4.14
16389,4cc3,4.14
16390,4i7m,4.14
16391,4ibi,4.14
16392,4k6u,4.14
16393,4trw,4.14
16394,5dq8,4.14
16395,5fpi,4.14
16396,5lvq,4.14
16397,5v5o,4.14
16398,6cct,4.14
16399,1v2q,4.13
16400,3ozt,4.13
16401,3qto,4.13
16402,4hxj,4.13
16403,4ovf,4.13
16404,4yc0,4.13
16405,6rhe,4.13
16406,1bsk,4.12
16407,1.00E+55,4.12
16408,1i33,4.12
16409,1uy8,4.12
16410,3a1d,4.12
16411,3fu5,4.12
16412,3ivc,4.12
16413,3ivq,4.12
16414,3mam,4.12
16415,3mkn,4.12
16416,3th0,4.12
16417,4aa1,4.12
16418,4bdg,4.12
16419,4de2,4.12
16420,4kxb,4.12
16421,4mi3,4.12
16422,4qfn,4.12
16423,4whq,4.12
16424,4whr,4.12
16425,4whs,4.12
16426,4zow,4.12
16427,5o5h,4.12
16428,6cvv,4.12
16429,6g92,4.12
16430,1d6s,4.11
16431,1p19,4.11
16432,1z3v,4.11
16433,2c1n,4.11
16434,2exm,4.11
16435,2o9k,4.11
16436,2uw8,4.11
16437,3d6o,4.11
16438,3l5d,4.11
16439,3ncr,4.11
16440,3oyw,4.11
16441,3v4t,4.11
16442,4bdh,4.11
16443,4ih5,4.11
16444,5dnu,4.11
16445,5e6o,4.11
16446,5fnc,4.11
16447,5kam,4.11
16448,5mtv,4.11
16449,6jjn,4.11
16450,6nfg,4.11
16451,4lh6,4.11
16452,1c5t,4.1
16453,1gwm,4.1
16454,1lxf,4.1
16455,1odj,4.1
16456,1rry,4.1
16457,1rzx,4.1
16458,2bvs,4.1
16459,2f18,4.1
16460,2qiq,4.1
16461,2qju,4.1
16462,2uw3,4.1
16463,2xuc,4.1
16464,3ewz,4.1
16465,3gk1,4.1
16466,3iod,4.1
16467,4c66,4.1
16468,4cr9,4.1
16469,4k6t,4.1
16470,4p75,4.1
16471,4uyd,4.1
16472,5cc2,4.1
16473,5kat,4.1
16474,5om3,4.1
16475,5t7s,4.1
16476,5w7x,4.1
16477,6c98,4.1
16478,6djj,4.1
16479,6dpy,4.1
16480,6f6d,4.1
16481,6ios,4.1
16482,6psb,4.1
16483,6sze,4.1
16484,4do3,4.1
16485,5hv1,4.1
16486,1ai7,4.09
16487,1jn2,4.09
16488,1o0n,4.09
16489,1y2b,4.09
16490,2lk1,4.09
16491,2v88,4.09
16492,3chc,4.09
16493,3g2n,4.09
16494,3rmf,4.09
16495,4b9z,4.09
16496,4bdf,4.09
16497,4c1h,4.09
16498,4fxp,4.09
16499,4mji,4.09
16500,4p72,4.09
16501,4qkd,4.09
16502,5var,4.09
16503,6beh,4.09
16504,6d1i,4.09
16505,1lb6,4.08
16506,1n2v,4.08
16507,1y2g,4.08
16508,1yci,4.08
16509,2auc,4.08
16510,2kmx,4.08
16511,2rke,4.08
16512,2z1w,4.08
16513,3f8w,4.08
16514,3r42,4.08
16515,3rxo,4.08
16516,4xdo,4.08
16517,5a5z,4.08
16518,5ksu,4.08
16519,2d06,4.08
16520,3kwa,4.08
16521,1at6,4.07
16522,1gj4,4.07
16523,1hyo,4.07
16524,1wax,4.07
16525,2v2v,4.07
16526,2vtd,4.07
16527,2wgi,4.07
16528,2x5o,4.07
16529,3avb,4.07
16530,3mag,4.07
16531,3mct,4.07
16532,4bdb,4.07
16533,4eft,4.07
16534,4xmr,4.07
16535,5mpz,4.07
16536,5ot9,4.07
16537,6agg,4.07
16538,6dai,4.07
16539,6i18,4.07
16540,2va5,4.07
16541,4jok,4.07
16542,2clh,4.06
16543,2clo,4.06
16544,2loz,4.06
16545,3h2f,4.06
16546,3m3c,4.06
16547,4b85,4.06
16548,4fem,4.06
16549,5h9s,4.06
16550,5mge,4.06
16551,5om2,4.06
16552,8a3h,4.06
16553,5or9,4.06
16554,5x4o,4.06
16555,1awi,4.05
16556,1pwy,4.05
16557,1r4w,4.05
16558,1toi,4.05
16559,1tuf,4.05
16560,2rk7,4.05
16561,2w66,4.05
16562,3ck7,4.05
16563,3d9n,4.05
16564,3fjz,4.05
16565,3isw,4.05
16566,3n8k,4.05
16567,3qx9,4.05
16568,3thd,4.05
16569,4xm6,4.05
16570,4y32,4.05
16571,5mk3,4.05
16572,5mob,4.05
16573,1hi5,4.04
16574,1l7x,4.04
16575,1li2,4.04
16576,2c02,4.04
16577,4nmp,4.04
16578,4ps0,4.04
16579,4y2v,4.04
16580,6at0,4.04
16581,6i0z,4.04
16582,5epr,4.04
16583,1mv0,4.03
16584,2ohp,4.03
16585,2q8m,4.03
16586,2qrm,4.03
16587,2rm0,4.03
16588,2w0z,4.03
16589,3bxh,4.03
16590,3mt7,4.03
16591,3nq9,4.03
16592,3ueo,4.03
16593,4bi2,4.03
16594,4kab,4.03
16595,4pri,4.03
16596,4wmv,4.03
16597,5e2l,4.03
16598,5fow,4.03
16599,5hng,4.03
16600,5nzf,4.03
16601,5w4s,4.03
16602,5xo2,4.03
16603,5yqn,4.03
16604,6cze,4.03
16605,6ex0,4.03
16606,6hni,4.03
16607,4msn,4.03
16608,5oui,4.03
16609,6fns,4.03
16610,2wvz,4.02
16611,3as1,4.02
16612,3ddb,4.02
16613,3np7,4.02
16614,3po1,4.02
16615,3ztd,4.02
16616,4k8a,4.02
16617,5e3d,4.02
16618,5glu,4.02
16619,5thn,4.02
16620,5u5k,4.02
16621,6bgg,4.02
16622,5vsj,4.02
16623,1b42,4.01
16624,1c5z,4.01
16625,1v2w,4.01
16626,2aoi,4.01
16627,2vtl,4.01
16628,2xz5,4.01
16629,3fzn,4.01
16630,3kqw,4.01
16631,3s3k,4.01
16632,4eym,4.01
16633,5auz,4.01
16634,5hlb,4.01
16635,5hn8,4.01
16636,5tg5,4.01
16637,5wf7,4.01
16638,5xof,4.01
16639,6bec,4.01
16640,6fam,4.01
16641,6rk4,4.01
16642,1a7c,4
16643,1a86,4
16644,1e5j,4
16645,1fhr,4
16646,1gfz,4
16647,1j4k,4
16648,1jyi,4
16649,1kqb,4
16650,1lgw,4
16651,1mx1,4
16652,1nu3,4
16653,1s9v,4
16654,1tlo,4
16655,1tni,4
16656,1utt,4
16657,1wc1,4
16658,1wc6,4
16659,1z3c,4
16660,2bow,4
16661,2buv,4
16662,2c8y,4
16663,2j9l,4
16664,2ja3,4
16665,2kfx,4
16666,2kp8,4
16667,2ohr,4
16668,2ot1,4
16669,2qcg,4
16670,2qrl,4
16671,2rin,4
16672,2whp,4
16673,3a1c,4
16674,3fck,4
16675,3ijh,4
16676,3qzt,4
16677,3r9h,4
16678,3r9o,4
16679,3rpr,4
16680,3rzb,4
16681,3tvl,4
16682,3vd9,4
16683,4ai8,4
16684,4ayw,4
16685,4bcw,4
16686,4cfu,4
16687,4gjb,4
16688,4gxs,4
16689,4iz0,4
16690,4l7g,4
16691,4p6c,4
16692,4tuh,4
16693,4ucd,4
16694,4umb,4
16695,4usj,4
16696,4ylu,4
16697,5a5p,4
16698,5akk,4
16699,5bvk,4
16700,5f04,4
16701,5f0c,4
16702,5f27,4
16703,5fpp,4
16704,5g4n,4
16705,5h1v,4
16706,5j6s,4
16707,5jao,4
16708,5jv2,4
16709,5kql,4
16710,5mgk,4
16711,5npe,4
16712,5nw8,4
16713,5ous,4
16714,5qam,4
16715,5qap,4
16716,5wcm,4
16717,6axq,4
16718,6cvd,4
16719,6eh2,4
16720,6em6,4
16721,6hry,4
16722,6hrz,4
16723,6i15,4
16724,6i16,4
16725,2brp,4
16726,3c4e,4
16727,4wym,4
16728,5npc,4
16729,1ax2,3.99
16730,1rpf,3.99
16731,2g8r,3.99
16732,2q8y,3.99
16733,3chg,3.99
16734,4edu,3.99
16735,4i7l,3.99
16736,4u2y,3.99
16737,4w53,3.99
16738,5jim,3.99
16739,5t70,3.99
16740,2l7u,3.98
16741,2uup,3.98
16742,3b3c,3.98
16743,4agm,3.98
16744,4k5o,3.98
16745,5c7f,3.98
16746,5c85,3.98
16747,5f2w,3.98
16748,5jdc,3.98
16749,5jek,3.98
16750,5os8,3.98
16751,5yj8,3.98
16752,6bef,3.98
16753,6fx1,3.98
16754,6rih,3.98
16755,1v11,3.98
16756,1ai6,3.97
16757,1l5q,3.97
16758,2flh,3.97
16759,3fu6,3.97
16760,4aa2,3.97
16761,4agn,3.97
16762,4ibg,3.97
16763,4twy,3.97
16764,6ha4,3.97
16765,1mrs,3.96
16766,1x9d,3.96
16767,2ad5,3.96
16768,2fpz,3.96
16769,2kvm,3.96
16770,2l1b,3.96
16771,2odd,3.96
16772,2vi5,3.96
16773,2wec,3.96
16774,3c39,3.96
16775,3gt9,3.96
16776,3h2a,3.96
16777,3uxg,3.96
16778,4ac3,3.96
16779,4ce3,3.96
16780,4gqr,3.96
16781,4joj,3.96
16782,4yyn,3.96
16783,4zmf,3.96
16784,5c3k,3.96
16785,5ofx,3.96
16786,5qa7,3.96
16787,5qan,3.96
16788,6fgf,3.96
16789,2lo6,3.95
16790,3c0z,3.95
16791,3fsj,3.95
16792,3kze,3.95
16793,4bi6,3.95
16794,5f5b,3.95
16795,5fou,3.95
16796,5izc,3.95
16797,5m5d,3.95
16798,5o1c,3.95
16799,6cbg,3.95
16800,6fdq,3.95
16801,2xvn,3.95
16802,1z3t,3.94
16803,2h9n,3.94
16804,2v3d,3.94
16805,3bwk,3.94
16806,3pp7,3.94
16807,3t0m,3.94
16808,4fcm,3.94
16809,4hv3,3.94
16810,4rgd,3.94
16811,5lws,3.94
16812,5o1g,3.94
16813,1v1m,3.94
16814,4k3q,3.94
16815,1h5v,3.93
16816,2a5b,3.93
16817,2cbz,3.93
16818,3jvk,3.93
16819,3qi4,3.93
16820,4dho,3.93
16821,6d49,3.93
16822,6d4a,3.93
16823,6g9i,3.93
16824,1ahx,3.92
16825,1pr5,3.92
16826,2l8r,3.92
16827,2vth,3.92
16828,2yim,3.92
16829,3ap4,3.92
16830,3fgc,3.92
16831,3gk4,3.92
16832,3twp,3.92
16833,3uih,3.92
16834,3zhf,3.92
16835,4i2w,3.92
16836,4pd7,3.92
16837,5axi,3.92
16838,5hn7,3.92
16839,5t1i,3.92
16840,6g9x,3.92
16841,6hzy,3.92
16842,1kuk,3.91
16843,2oei,3.91
16844,3l5b,3.91
16845,5b1s,3.91
16846,5qaa,3.91
16847,6d1b,3.91
16848,2vte,3.91
16849,6min,3.91
16850,1avn,3.9
16851,1exw,3.9
16852,1slg,3.9
16853,2gvv,3.9
16854,2rkm,3.9
16855,2vhj,3.9
16856,2vuk,3.9
16857,2wor,3.9
16858,2wos,3.9
16859,2xel,3.9
16860,2xpc,3.9
16861,3wk7,3.9
16862,3zj8,3.9
16863,3zvw,3.9
16864,4k5n,3.9
16865,4men,3.9
16866,4n9c,3.9
16867,4qgi,3.9
16868,5ai8,3.9
16869,5lzj,3.9
16870,5nzm,3.9
16871,9icd,3.9
16872,2qw1,3.9
16873,4kqq,3.9
16874,4kqr,3.9
16875,5mli,3.9
16876,1m0q,3.89
16877,1xfv,3.89
16878,2ctc,3.89
16879,2x85,3.89
16880,2xiz,3.89
16881,3iae,3.89
16882,3obx,3.89
16883,3src,3.89
16884,3ti1,3.89
16885,3u4i,3.89
16886,3umo,3.89
16887,4aj4,3.89
16888,4dgb,3.89
16889,4lqy,3.89
16890,4nl1,3.89
16891,4ufk,3.89
16892,5etu,3.89
16893,5iu6,3.89
16894,5kde,3.89
16895,4dhn,3.89
16896,3dda,3.88
16897,3si4,3.88
16898,4mjp,3.88
16899,4prb,3.88
16900,5afk,3.88
16901,5eqe,3.88
16902,5lm4,3.88
16903,5mk1,3.88
16904,6klk,3.88
16905,6mt6,3.88
16906,1aj7,3.87
16907,2f6y,3.87
16908,2y55,3.87
16909,3g2l,3.87
16910,3h03,3.87
16911,3npa,3.87
16912,3w5n,3.87
16913,3wjw,3.87
16914,4ab8,3.87
16915,4ijl,3.87
16916,4nbk,3.87
16917,5iyv,3.87
16918,5oh3,3.87
16919,5wkf,3.87
16920,6gji,3.87
16921,1v16,3.87
16922,6b7f,3.87
16923,3lbz,3.86
16924,3rtx,3.86
16925,3spf,3.86
16926,4bnt,3.86
16927,4i9u,3.86
16928,5dtq,3.86
16929,5g4m,3.86
16930,5ldm,3.86
16931,5wxg,3.86
16932,5ylj,3.86
16933,6gjl,3.86
16934,5oh9,3.86
16935,1n1t,3.85
16936,1n1v,3.85
16937,1sre,3.85
16938,1vcu,3.85
16939,2ncz,3.85
16940,2vhq,3.85
16941,2wzs,3.85
16942,2yb0,3.85
16943,3kqo,3.85
16944,3mv0,3.85
16945,3wq5,3.85
16946,4ivk,3.85
16947,5btv,3.85
16948,5dhp,3.85
16949,5qat,3.85
16950,5wkh,3.85
16951,6czd,3.85
16952,6pg8,3.85
16953,4kiu,3.85
16954,1bky,3.84
16955,1j15,3.84
16956,1j16,3.84
16957,1utj,3.84
16958,2k4i,3.84
16959,3ck8,3.84
16960,3ril,3.84
16961,4bt9,3.84
16962,4ce2,3.84
16963,4d9p,3.84
16964,5acw,3.84
16965,5mnn,3.84
16966,5mno,3.84
16967,5mo2,3.84
16968,5qah,3.84
16969,6eks,3.84
16970,1r0x,3.83
16971,1r10,3.83
16972,1yhm,3.83
16973,2osf,3.83
16974,4ozo,3.83
16975,6f5w,3.83
16976,1hn4,3.82
16977,2gfj,3.82
16978,3g2h,3.82
16979,3sgt,3.82
16980,3tiz,3.82
16981,3ud5,3.82
16982,4aba,3.82
16983,4bks,3.82
16984,4egi,3.82
16985,4fl3,3.82
16986,4keq,3.82
16987,4mmm,3.82
16988,4y2t,3.82
16989,5d7e,3.82
16990,5qai,3.82
16991,5vfm,3.82
16992,6e1z,3.82
16993,6ipl,3.82
16994,6mt4,3.82
16995,1mxl,3.81
16996,2hu6,3.81
16997,2jup,3.81
16998,2ou7,3.81
16999,3ai8,3.81
17000,3lce,3.81
17001,4q9s,3.81
17002,6irt,3.81
17003,2o9a,3.81
17004,5wbf,3.81
17005,1kug,3.8
17006,1li6,3.8
17007,1nje,3.8
17008,1ybo,3.8
17009,2ggd,3.8
17010,2hb1,3.8
17011,3as3,3.8
17012,3nfk,3.8
17013,3q2m,3.8
17014,3t09,3.8
17015,3vv6,3.8
17016,3zlx,3.8
17017,4ajl,3.8
17018,4odk,3.8
17019,4umr,3.8
17020,4yb7,3.8
17021,5aib,3.8
17022,5eci,3.8
17023,5h1t,3.8
17024,5lg3,3.8
17025,5qax,3.8
17026,5qb0,3.8
17027,5uf0,3.8
17028,6bnh,3.8
17029,6pi1,3.8
17030,5ech,3.8
17031,1wbv,3.79
17032,2clk,3.79
17033,4xqb,3.79
17034,5etf,3.79
17035,5mos,3.79
17036,6g2a,3.79
17037,2xtk,3.79
17038,3nq3,3.78
17039,3qi3,3.78
17040,4dhm,3.78
17041,4klv,3.78
17042,4tnw,3.78
17043,5aqf,3.78
17044,6g0v,3.78
17045,1kui,3.77
17046,2uuo,3.77
17047,2v2h,3.77
17048,2xaj,3.77
17049,2y9g,3.77
17050,3ao2,3.77
17051,3fum,3.77
17052,3hav,3.77
17053,3kqm,3.77
17054,3nuu,3.77
17055,3s0j,3.77
17056,3vi2,3.77
17057,3wkd,3.77
17058,4j86,3.77
17059,4k8o,3.77
17060,4w5a,3.77
17061,5ewh,3.77
17062,5h7h,3.77
17063,5n7b,3.77
17064,5orr,3.77
17065,5qa4,3.77
17066,5qa8,3.77
17067,5qad,3.77
17068,5qar,3.77
17069,5v8o,3.77
17070,6euc,3.77
17071,6ewk,3.77
17072,6fuh,3.77
17073,6qmd,3.77
17074,1mpl,3.77
17075,2x09,3.76
17076,3d6q,3.76
17077,4c6x,3.76
17078,4tu4,3.76
17079,4w52,3.76
17080,5jid,3.76
17081,5qa6,3.76
17082,5x9h,3.76
17083,6bhh,3.76
17084,2iyf,3.75
17085,2pyi,3.75
17086,3d6p,3.75
17087,4kov,3.75
17088,5l4h,3.75
17089,5ldo,3.75
17090,1f5k,3.74
17091,1ihy,3.74
17092,1oh4,3.74
17093,2dwx,3.74
17094,2wq5,3.74
17095,2xp4,3.74
17096,3kpv,3.74
17097,3mrv,3.74
17098,3v30,3.74
17099,4bv2,3.74
17100,4pre,3.74
17101,4yk0,3.74
17102,4yux,3.74
17103,5a7c,3.74
17104,5khj,3.74
17105,6cef,3.74
17106,6gjr,3.74
17107,6gxu,3.74
17108,6mlw,3.74
17109,1b2m,3.73
17110,2vta,3.73
17111,3ati,3.73
17112,3fjg,3.73
17113,3h91,3.73
17114,3rxd,3.73
17115,4fz3,3.73
17116,4y5s,3.73
17117,6g46,3.73
17118,6iou,3.73
17119,1ai5,3.72
17120,1fwv,3.72
17121,1grp,3.72
17122,1ugy,3.72
17123,2am4,3.72
17124,2h9p,3.72
17125,2r23,3.72
17126,2yde,3.72
17127,3f5l,3.72
17128,3ms2,3.72
17129,3q6z,3.72
17130,4tk1,3.72
17131,4tk2,3.72
17132,4tln,3.72
17133,4ufm,3.72
17134,5enh,3.72
17135,5qas,3.72
17136,6d1h,3.72
17137,4jog,3.72
17138,2vfk,3.71
17139,3fj7,3.71
17140,3g32,3.71
17141,3wkc,3.71
17142,4k5m,3.71
17143,4mjq,3.71
17144,6frj,3.71
17145,6mnp,3.71
17146,1bcj,3.7
17147,1.00E+37,3.7
17148,1fwu,3.7
17149,1gz3,3.7
17150,1gz4,3.7
17151,1h0r,3.7
17152,1i43,3.7
17153,1loq,3.7
17154,1pdz,3.7
17155,1uy6,3.7
17156,1uy7,3.7
17157,1uyd,3.7
17158,1uye,3.7
17159,1w70,3.7
17160,1wht,3.7
17161,2bjm,3.7
17162,2bmz,3.7
17163,2bvr,3.7
17164,2fx6,3.7
17165,3ex2,3.7
17166,3ful,3.7
17167,3kd7,3.7
17168,3l59,3.7
17169,3mrt,3.7
17170,3n7a,3.7
17171,4ayt,3.7
17172,4ayx,3.7
17173,4b2d,3.7
17174,4kza,3.7
17175,4l7h,3.7
17176,4l7j,3.7
17177,4o4k,3.7
17178,4pji,3.7
17179,5c6o,3.7
17180,5c6p,3.7
17181,5c87,3.7
17182,5dy7,3.7
17183,5dya,3.7
17184,5em3,3.7
17185,5eva,3.7
17186,5ewd,3.7
17187,5g43,3.7
17188,5hn0,3.7
17189,5j41,3.7
17190,5jer,3.7
17191,5qag,3.7
17192,5vdu,3.7
17193,5vdv,3.7
17194,5vdw,3.7
17195,6chm,3.7
17196,6gjj,3.7
17197,6mlp,3.7
17198,6pg6,3.7
17199,6prg,3.7
17200,3zlw,3.7
17201,1l2z,3.69
17202,2a8g,3.69
17203,3clp,3.69
17204,3d7b,3.69
17205,4gwi,3.69
17206,4ovg,3.69
17207,4tte,3.69
17208,5ai0,3.69
17209,5dkn,3.69
17210,5os7,3.69
17211,6fdu,3.69
17212,6gg4,3.69
17213,6gmd,3.69
17214,6njh,3.69
17215,1c3x,3.68
17216,1qsc,3.68
17217,2za3,3.68
17218,3ioc,3.68
17219,3isj,3.68
17220,3uwl,3.68
17221,4aje,3.68
17222,4io7,3.68
17223,4isu,3.68
17224,4mx1,3.68
17225,4oru,3.68
17226,5wxo,3.68
17227,6cfc,3.68
17228,2x6x,3.68
17229,5f3t,3.68
17230,2bve,3.67
17231,3fts,3.67
17232,3h2m,3.67
17233,3h2n,3.67
17234,4cig,3.67
17235,4ibd,3.67
17236,4lnp,3.67
17237,4mww,3.67
17238,4n99,3.67
17239,5er5,3.67
17240,5fog,3.67
17241,5fol,3.67
17242,6fzu,3.67
17243,6mlh,3.67
17244,1l6y,3.66
17245,2qv7,3.66
17246,2rny,3.66
17247,2v00,3.66
17248,3buh,3.66
17249,3ex6,3.66
17250,3iny,3.66
17251,3oy8,3.66
17252,3pcn,3.66
17253,3t2q,3.66
17254,3tsd,3.66
17255,4aia,3.66
17256,4fl2,3.66
17257,5b6c,3.66
17258,5ggn,3.66
17259,5kh7,3.66
17260,5m17,3.66
17261,5nzn,3.66
17262,5qak,3.66
17263,6cq1,3.66
17264,6dyr,3.66
17265,1b9v,3.65
17266,3vws,3.65
17267,4agl,3.65
17268,4y4v,3.65
17269,5o1s,3.65
17270,5qab,3.65
17271,5yum,3.65
17272,6gg5,3.65
17273,1gyy,3.64
17274,1j5i,3.64
17275,2azr,3.64
17276,2pem,3.64
17277,2qwg,3.64
17278,2rk8,3.64
17279,3px8,3.64
17280,4bdi,3.64
17281,4gui,3.64
17282,4iuo,3.64
17283,5hog,3.64
17284,5qa9,3.64
17285,6ccs,3.64
17286,6g28,3.64
17287,3fuj,3.63
17288,3jpx,3.63
17289,3rxm,3.63
17290,4mm7,3.63
17291,5dqe,3.63
17292,5ork,3.63
17293,1pb9,3.62
17294,3pcc,3.62
17295,3st6,3.62
17296,3udj,3.62
17297,4bkt,3.62
17298,4fxj,3.62
17299,4nrc,3.62
17300,4rrf,3.62
17301,4wy3,3.62
17302,4yym,3.62
17303,5qae,3.62
17304,5qao,3.62
17305,6mll,3.62
17306,6mmq,3.62
17307,6pge,3.62
17308,1g9s,3.61
17309,2kff,3.61
17310,2l98,3.61
17311,2vfz,3.61
17312,3jzj,3.61
17313,3sk2,3.61
17314,4a4c,3.61
17315,4ln2,3.61
17316,5c91,3.61
17317,5lud,3.61
17318,5oqu,3.61
17319,5thi,3.61
17320,6beb,3.61
17321,6mmc,3.61
17322,3ftu,3.61
17323,4qp1,3.61
17324,1bo5,3.6
17325,1d1p,3.6
17326,1d7i,3.6
17327,1qw7,3.6
17328,1uys,3.6
17329,1w31,3.6
17330,1zd4,3.6
17331,2bgr,3.6
17332,2fzk,3.6
17333,2oq6,3.6
17334,2q6h,3.6
17335,2qch,3.6
17336,2qpu,3.6
17337,2wp1,3.6
17338,2xdk,3.6
17339,2y68,3.6
17340,3afk,3.6
17341,3b3x,3.6
17342,3g0i,3.6
17343,3jdw,3.6
17344,3kn0,3.6
17345,3m3o,3.6
17346,3pke,3.6
17347,3t2p,3.6
17348,4b3b,3.6
17349,4c1y,3.6
17350,4meo,3.6
17351,4meq,3.6
17352,5dqf,3.6
17353,5lvr,3.6
17354,5qac,3.6
17355,5y97,3.6
17356,6ahi,3.6
17357,6gx3,3.6
17358,8gpb,3.6
17359,5ujv,3.6
17360,1gww,3.59
17361,1nli,3.59
17362,2gsu,3.59
17363,2nn8,3.59
17364,2pgj,3.59
17365,2pgl,3.59
17366,3sl1,3.59
17367,3x1k,3.59
17368,4cd6,3.59
17369,4cjq,3.59
17370,4k3r,3.59
17371,4q7v,3.59
17372,5mxf,3.59
17373,6dpz,3.59
17374,6egs,3.59
17375,6p8a,3.59
17376,6pg4,3.59
17377,1vjc,3.58
17378,3dx1,3.58
17379,4g19,3.58
17380,4y63,3.58
17381,5q1g,3.58
17382,5ual,3.58
17383,6gjm,3.58
17384,1h46,3.57
17385,1jwm,3.57
17386,1np0,3.57
17387,2l1r,3.57
17388,2rly,3.57
17389,3ej5,3.57
17390,3ff3,3.57
17391,4abg,3.57
17392,4ck3,3.57
17393,4ibb,3.57
17394,4q8x,3.57
17395,4xm7,3.57
17396,5a7b,3.57
17397,5csh,3.57
17398,5enf,3.57
17399,5jz9,3.57
17400,5wpb,3.57
17401,2hrm,3.56
17402,2lsp,3.56
17403,2ycm,3.56
17404,4joe,3.56
17405,6ccl,3.56
17406,1v2r,3.55
17407,2ay3,3.55
17408,2cle,3.55
17409,2clf,3.55
17410,2clm,3.55
17411,2hwg,3.55
17412,2qwc,3.55
17413,2xah,3.55
17414,3pjg,3.55
17415,3qvu,3.55
17416,4aji,3.55
17417,4k3m,3.55
17418,4n98,3.55
17419,4nym,3.55
17420,5av0,3.55
17421,5btx,3.55
17422,5dts,3.55
17423,5dva,3.55
17424,5l8t,3.55
17425,5vkm,3.55
17426,6fn9,3.55
17427,6knh,3.55
17428,2n7b,3.55
17429,4mjr,3.55
17430,5fpk,3.55
17431,185l,3.54
17432,1vjd,3.54
17433,2jbv,3.54
17434,2o9v,3.54
17435,3blt,3.54
17436,3bm8,3.54
17437,3nf9,3.54
17438,3obq,3.54
17439,4gng,3.54
17440,5ggk,3.54
17441,5qaq,3.54
17442,5v2l,3.54
17443,6f5u,3.54
17444,2b4m,3.53
17445,2y67,3.53
17446,3avf,3.53
17447,3h06,3.53
17448,3nf6,3.53
17449,4eh3,3.53
17450,4nmr,3.53
17451,4orx,3.53
17452,4ory,3.53
17453,1imx,3.52
17454,1jys,3.52
17455,1o4d,3.52
17456,1o4f,3.52
17457,1ysg,3.52
17458,2fyv,3.52
17459,2j27,3.52
17460,2vw1,3.52
17461,3c14,3.52
17462,3lcu,3.52
17463,3mfw,3.52
17464,3qw6,3.52
17465,3tf7,3.52
17466,3zlv,3.52
17467,3zly,3.52
17468,4c70,3.52
17469,4eky,3.52
17470,4g93,3.52
17471,4mrz,3.52
17472,4oyo,3.52
17473,4y5i,3.52
17474,5mod,3.52
17475,5ok3,3.52
17476,5qa5,3.52
17477,5vfn,3.52
17478,6eji,3.52
17479,4hv7,3.52
17480,1gz9,3.51
17481,2ohm,3.51
17482,2r0h,3.51
17483,3nus,3.51
17484,4lpf,3.51
17485,5aqt,3.51
17486,5cp9,3.51
17487,5dtt,3.51
17488,5h1u,3.51
17489,5m4q,3.51
17490,5mby,3.51
17491,5qaf,3.51
17492,5orx,3.51
17493,4i7p,3.5
17494,4n3w,3.5
17495,4wey,3.5
17496,6gbe,3.5
17497,3fcl,3.5
17498,1c5o,3.49
17499,1gzc,3.49
17500,1pzj,3.49
17501,1utn,3.49
17502,2ggx,3.49
17503,2qcf,3.49
17504,3d1v,3.49
17505,4avs,3.49
17506,4b5s,3.49
17507,4nyj,3.49
17508,5ak6,3.49
17509,5fnd,3.49
17510,5i25,3.49
17511,5ybi,3.49
17512,6b0v,3.49
17513,6d9x,3.49
17514,6poi,3.49
17515,5eok,3.49
17516,1osv,3.48
17517,1tsi,3.48
17518,2c90,3.48
17519,2f10,3.48
17520,2p3i,3.48
17521,3d9m,3.48
17522,3g1d,3.48
17523,3gx0,3.48
17524,3nyd,3.48
17525,4k7n,3.48
17526,5eh7,3.48
17527,5fni,3.48
17528,5qaj,3.48
17529,5xg5,3.48
17530,5z9e,3.48
17531,3mtd,3.47
17532,3nf7,3.47
17533,3ta0,3.47
17534,4d2d,3.47
17535,4epy,3.47
17536,4h42,3.47
17537,5ai4,3.47
17538,5ma7,3.47
17539,6pvz,3.47
17540,1moq,3.46
17541,1t48,3.46
17542,1wcc,3.46
17543,2wi2,3.46
17544,2wi3,3.46
17545,3blu,3.46
17546,3muz,3.46
17547,3nil,3.46
17548,3nuy,3.46
17549,4gby,3.46
17550,4k5p,3.46
17551,4qp6,3.46
17552,4tz2,3.46
17553,5qal,3.46
17554,6hgr,3.46
17555,6phz,3.46
